Player,Guild,Kills,Deaths,Fame
yAL1,Dodo King,0,1,0
y6trgf,Anima Bellum,35,12,3124541
y4ssir11,Obsidians,3,10,522784
y4maa,WHY NOT,23,26,3405246
y2k,Nebukadnezar,0,0,9486
xzzb,Vongola-Family,15,13,4314209
xzzb,NO BB,12,7,1386285
xzu,-,0,4,10199
xzod,THE ASTARTES,0,1,0
xzaco,420enjoyer,0,0,39408
xz3r0x,Penalti para el Real Madrid,0,1,21687
xyxx04,ANY FIGHT,2,1,247273
xyxx04,Critical,2,21,5134693
xyven2,Rasmelcorp,0,1,0
xyulo228,EBENGRAD,1,9,438508
xyri,-,0,1,0
xylien,Vikings,0,11,838657
xxxxzx,Master Of Soul,0,2,2492
xxxxzx,NO BB,0,1,7426
xxxxxoooo,giant panda,1,4,368287
xxxxxaxxxxxxxx,-,0,2,0
xxxxxaxxxxxxxx,Food OC,0,1,0
xxxvenoxxx,Rise Of Dahalo,0,3,26227
xxxsimulator,The Silver Cartel,0,1,14053
xxxshadexxx,Raptors X,1,2,45149
xxxpanteysen,-,6,3,466661
xxxpanteysen,SHEMISTAN,4,3,144796
xxxim,Arise of Turks,7,6,456637
xxxcursed,Cursed Monsters,0,1,0
xxxYARIKxxx,Bybonna9 4yma,1,0,68740
xxxKraSaVchiKxxx,EU Federation,1,7,965640
xxxFreyaxxx,-,1,34,397125
xxxDOMINATORxxx,-,0,1,0
xxxCRIZ,Gachi Gatherers,0,1,0
xxxAkinori,Velha Guarda,0,1,804898
xxxAkinori,-,0,4,20840
xxxAGRESSORxxx,-,0,1,0
xxxAGRESSORxxx,UZBEK PVE PVP,0,1,0
xxusso,H3R3CTOS COM3BACK,2,0,78623
xxtexx,Silverwolf_Legion,1,5,38828
xxsyfer,Frostborne,8,6,696920
xxspartenxx,Unbound,1,12,3253299
xxsiusiakxx,Vikings,24,17,3788636
xxoxoxx,Midnight Omen,0,7,11304
xxooxxZ,LiMing,8,12,1192091
xxmmakxx,Saggin,0,1,98417
xxiue,Kzl Elma,0,9,90190
xxbongx,-,0,2,0
xxalus,-,0,0,32725
xxalus,M O O N,0,0,0
xxalus,LES GOBRIATES,0,2,0
xxalskrxx,dragons guild,0,1,0
xxWaldisxx,Purity,0,1,92145
xxVendetta,MORIERIS,13,3,212253
xxShrifxx,-,0,1,0
xxPoHxx,Bandits,0,2,125733
xxPaarthurnax,War beavers,0,1,18792
xxMrGREENxx,Deathnote,0,1,0
xxMr4enT0xx,-,1,5,89871
xxMYLLAxx,NoTag,0,4,85574
xxMOPO3xx,O N L I N E,0,2,12738
xxMOPO3xx,THE BEARS TAVERN,0,1,0
xxMIXxx,Y a g a,11,39,3705775
xxKintiSekxx,Pratele Hranateho Stolu,46,37,7315222
xxKashaxx,-,0,0,3976
xxJesusCristoxx,Mata Gabachos,0,1,0
xxJesusCristoxx,House Requiem,0,1,0
xxEK0xx,Palegrin,0,1,67206
xxEHOTxx,-,0,1,9784
xxCinekxx,Gods of Death,1,0,142361
xwonder2x,Blackorchid,0,2,120458
xwaykezz,Sanctuary,71,42,12334449
xwafelx,-,7,3,410532
xw123,SO WHAT,0,2,0
xvshx,GachiBang,0,0,112159
xvalerian,-,0,1,0
xvalerian,Pure Crimson,0,6,275837
xuryzz,Make Turks Great Again,1,0,117423
xunuo,Vongola-Family,21,17,4694400
xuesong,IKUN,1,36,3255740
xuegao2,iMoYu,3,7,269638
xubao,Vongola-Family,10,44,10570091
xtyn,Noxus,2,10,2880061
xtufan,HELL BRANCH TURKEY,9,19,133462
xtrades17,Wrong Ways,11,5,3205389
xtrades17,Moravian Eagles,0,5,115764
xtowelie,-,0,5,80841
xtorz,Spider Legs,1,3,64727
xtol,The Woo,25,2,6151623
xtol,Pyramid Scheme,141,29,21672676
xshellful,Carpet,0,0,14901
xshellful,-,0,0,122408
xs8,Goodberry,1,2,239678
xryst,Heralds of Valhalla,8,10,6364145
xryst,Heralds of Kebab,5,5,1938394
xryce,-,0,1,0
xryce,Cyber Cats,14,5,2965314
xryce,Papaoutai,1,1,219914
xrsrfxgd,rak,0,1,3872
xqkin3,HeadButt,2,15,6369115
xqkin3,SURRENDER,1,7,2676367
xpyctmo3ga,Y O I N K,0,1,0
xpita,Gaiety,0,2,0
xozain22,LAZARET,0,6,76887
xoysi,Sanctuary,1,0,70065
xoyp,-,0,0,51474
xotabich,S E N G O K U,15,1,262218
xoroho,Gachi Gatherers,4,6,516976
xor2,B_E_A_R_S,0,1,0
xopo,El Tercer Sello,8,5,706318
xonirdp,A-T-L-A-S,0,3,643845
xonirdp,Black Sentinels,0,2,55878
xon4,Heralds of Kebab,5,6,9962924
xon4,Heralds of Valhalla,9,8,2435584
xom666,Mure,7,18,3961848
xom666,-,0,0,1343
xodaraP,-,13,9,973229
xnocturn,XFORCE,4,3,570832
xnocturn,DOPAMINE,0,0,12261
xnocturn,Ultramen bumi,4,0,201248
xnocturn,-,3,2,217331
xnerux,Untouchable,0,3,0
xmodik,Utopia,3,4,39639
xmelnoesvetloe,-,0,1,0
xmedokinx,CRISGUN,1,6,253437
xmaybex,-,0,1,0
xmaybex,Astra Ignis,0,1,0
