Player,Guild,Kills,Deaths,Fame
CptKoro,The Surge,34,4,5677934
f404,Clean Kill,59,7,6262767
9KIW1,Holy Company,67,8,10647381
Galineto,-,25,3,3791115
Lamar,Judge,25,3,5775012
ORDUSPOR,Pink Monkeys,100,12,13155286
KpOJlb4eHoK,AO MMM,58,7,1119025
Serieuux,Vermeil,58,7,3706187
AXEe,The Theater,33,4,2721423
Temgio,AllYouCanIT,33,4,6013452
Marcosias,Pink Monkeys,41,5,8220453
Ikarus,The-Fallen,41,5,3796017
PLAZMAaDa,Sever,8,1,423817
Goldapo,Never Mind,8,1,329021
Skeiz,Clean Kill,8,1,2259820
MottaGG,kfir,8,1,1123865
Okeanos,Les Emissaires,8,1,685517
TechnoEnjoyer,M3R Company,24,3,2363163
Infectious,ERATHIA,24,3,2441817
TOP1CALLER,Humble,8,1,721176
LockYou,Marauder s,32,4,8519598
LaPest,cocorrico,8,1,929126
wuyu,EQMS,8,1,1651593
DrogyBoss,DrogyBoss,8,1,697440
Zutobass,-,8,1,1215181
TripList,Insane,8,1,1708295
Zbint,cocorrico,8,1,203834
WseNamPizdec,-,8,1,551058
SAINTx,DUBAI EXPRESS,8,1,1626386
Rarav,Follow The Crown,16,2,549051
Tudou,LiMing,8,1,520310
AlphaKeuler,JOURNEY TOGETHER,8,1,6589058
Mementomoriii,THE LAST DANCE,8,1,2832381
Arikishikami,Latitante,8,1,778904
KoalaAA,Make Turks Great Again,16,2,2062415
douwannalive,Stoic,8,1,435743
Robon228,-,8,1,949001
pid0r4s1na,Antipositive,8,1,739882
varanori,Yum Yum,8,1,616254
SrSerafin18,S W A M P,8,1,482556
PANZEG0,Rewind,16,2,573940
IAkperI,Make Turks Great Again,8,1,195269
Underhand,Albions Finest,8,1,465836
Hatebreed,DragonDildo,8,1,344708
Piniguotis,LDK-ORDINAS,8,1,1227188
dolaine,BCRP,16,2,2022565
MarinkataTaken,Make Bulgaria Great Again,8,1,418312
Drakeon,Pendragon,24,3,2278594
DeathChain,a NOSSA guild,8,1,126910
Xutber,Dutch Chaos,8,1,952921
Gaf,-,8,1,1877760
Heheper,DSQ,8,1,415120
RudyRico,Dramaturgia,48,6,2634762
Kilzone,-,8,1,2190548
UorypT335,The Unexpected,8,1,1444962
Preso,Umbra Venti,16,2,2148027
DEYK,AllYouCanIT,8,1,1119581
Furinass,HANGOVER TR,8,1,138942
KACZOR2K69,Judge,8,1,1939848
Meowsorry,Seventeenth,8,1,2050262
Tsuyuri,CAPRUK,8,1,147069
PunchToTroll,TEMPLARIO 3,8,1,456500
GragWind,Proebali,8,1,2929654
MastVic,-,8,1,522145
Cryptobloom,GremlinSSS,8,1,3080985
mlm,Dragon Wing,24,3,881439
Zenyatto,ROH,8,1,2392829
SoullFlyy,Thrust,8,1,236965
VEXXAN,The Highlanders Tavern,24,3,2184396
Ildro,Pendragon,8,1,603407
Dekaloudes,K F C,16,2,512368
AndenP,Main Character,16,2,2408689
Makol,Crusade of the Bloody Legion,8,1,116467
SarcaztikCow,MAMMA MIA,8,1,4110658
xCruzeNx,Ruthless Reign,8,1,896128
Fugost,DUBAI EXPRESS,8,1,5480248
Dzerzhinsky,GORILLAZ,8,1,727000
PradaLS,DO NUT,16,2,1193410
Kokaschnueffler,Killer Trolls,8,1,376808
Bostros,Execute,8,1,988169
Bertiniplayer,Grimgar - Aventuras y Fantasia,16,2,399830
uEldelbar,LaPililasArmy,111,14,11347008
acxsdwx,Purified,317,40,11258683
SumTingWong,Cow field,95,12,6938297
R0N1N,JOURNEY TOGETHER,47,6,7584990
RAAEAZ,SUFFOCATE,31,4,1222674
Lampo4kaXS,Mure,31,4,4028326
Cardeaa,S3XT1NG,31,4,3372393
Z0ZAK02,ELYSSIUM X,31,4,643472
SitTightTR,Loyal Guards,108,14,4452022
MOooOG,FAMILY OF HEFAJSTOS,146,19,5829760
Reliant,Catharsis,92,12,5014177
frag,DNA,69,9,3543102
