Player,Guild,Kills,Deaths,Fame
yakuzza777,alexsiz,0,1,0
yaksie,FutuRama,1,0,14941
yakim6637,StaVroS,1,10,101998
yajsnel,Bandidos del lag,0,1,12950
yairIL,ThetfordMerchants,7,11,699223
yairIL,EQMS,0,1,0
yaidy,Revensong,0,2,0
yaidy,Verity,0,0,54623
yahya661,Sons of Ultima,1,2,37150
yagunnerya,Straw Hat Pirates,1,5,89315
yagare,-,0,0,4756
yaecixbaba,Anatolian Rebels,2,1,32913
yaboymccoy,-,0,0,23152
yaboymccoy,The Impalers,0,1,0
yabi,-,0,0,155652
yaaaaaaaaaax,Noxus,0,1,58918
yaGrom00,Bandits,2,1,12896
ya2ply,THE BEARS TAVERN,0,2,3621
yUomax,-,0,1,0
yTpe4ka,Dragon King,0,2,0
yNot,UNH0LY,0,8,2586297
yJacob39,-,0,1,0
yDady,Obsidians,0,1,0
y6trgf,Anima Bellum,33,27,6038879
y4ssir11,Obsidians,0,2,4148
y4maa,WHY NOT,29,23,3251669
y4digar,GAGARAGOGO,0,1,39054
y2k,I M P E R I V M,0,1,35805
xzaco,420enjoyer,0,1,0
xz3r0x,Penalti para el Real Madrid,0,0,28496
xyzkul,QQW998,6,2,161928
xyzkul,-,0,1,2628
xyxx04,Critical,0,2,735544
xyulo228,EBENGRAD,0,14,570967
xyri,-,2,6,162396
xykah,S E N G O K U,0,4,12026
xyZamii,Pratele Hranateho Stolu,2,1,646687
xxxzeratulxxx,III Legion,0,0,1145
xxxxxoooo,giant panda,0,1,621443
xxxxxaxxxxxxxx,-,0,3,0
xxxvenoxxx,Rise Of Dahalo,0,2,0
xxxshadexxx,Raptors X,0,1,0
xxxpanteysen,Never Mind,3,5,167274
xxxim,Arise of Turks,0,3,66379
xxxim,LET IT HAPP3N,0,1,0
xxxdolazzz,-,0,0,7790
xxxYARIKxxx,Bybonna9 4yma,4,4,75688
xxxYARIKxxx,Black Sky,0,2,27539
xxxKraSaVchiKxxx,EU Federation,3,9,2170849
xxxFreyaxxx,-,0,0,68711
xxxDOMINATORxxx,Krazai,0,1,5876
xxxDOMINATORxxx,-,2,1,46860
xxtexx,Silverwolf_Legion,1,5,112174
xxsyfer,Frostborne,3,13,1032296
xxspartenxx,Unbound,1,1,481567
xxsiusiakxx,Vikings,21,12,2590493
xxparadaiz,BDU,0,2,49996
xxooxxZ,LiMing,26,59,3787481
xxnax,PivnoiGhoul,0,0,14738
xxkartanxx,FOR SOLO PLAYERS NO TAX,0,3,0
xxiue,Kzl Elma,1,3,120687
xxhehxx1,FOREST NEST,1,6,97677
xxbongx,-,0,1,88181
xxalus,Sanctuary,0,1,102276
xxYOUNGSTAxx,Mercenary Idman Yurdu,3,4,232948
xxVendetta,MORIERIS,5,5,180238
xxSanitaRxx,Heralds of Valhalla,0,2,347230
xxS7mkinxx,Lemon Girls,1,1,412425
xxPoHxx,Bandits,3,5,357445
xxMYLLAxx,-,0,0,4301
xxMOPO3xx,THE BEARS TAVERN,0,1,0
xxMIXxx,Y a g a,5,16,682006
xxKoLSuZxx,Storm Reign,0,2,38060
xxKoLSuZxx,Player1,0,4,189694
xxKintiSekxx,Pratele Hranateho Stolu,48,32,8199924
xxKashaxx,-,0,2,0
xxJesusCristoxx,Mata Gabachos,0,0,34831
xxEK0xx,Palegrin,0,3,365982
xxDavid450,SHAGGAS,0,2,1718
xxDavid450,-,0,1,0
xxCinekxx,-,0,0,3876
xxCRAFTYxx,GooglyMoogly Festival,1,1,21624
xxAshxx,Rage Courage,0,6,0
xwaykezz,Sanctuary,36,14,4662426
xwafelx,-,9,2,535578
xvalerian,Pure Crimson,0,2,68670
xvTHORSvx,HZG,0,3,0
xuzi,WAY OF THE SUN,0,2,0
xuryzz,GUARDIAN WOLF,8,2,450032
xunuo,Vongola-Family,15,17,3883686
xuesong,IKUN,0,0,141188
xuegao2,Lootiiiing,0,0,98368
xuegao2,iMoYu,0,0,54164
xueerjin,-,0,2,50970
xudayanatura,Ridniy Kray,34,5,5531009
xubao,giant panda,0,2,869495
xubao,Vongola-Family,2,22,4306846
xtyn,Noxus,9,24,2606727
xtufan,HELL BRANCH TURKEY,16,27,379587
xtrades17,Wrong Ways,11,9,4148594
xtorz,Spider Legs,6,3,635588
xtol,Pyramid Scheme,71,35,10458114
xt33z,HATSUNIZM,4,3,219424
xshellful,Carpet,0,0,11953
xsenator,Elusive Avengers,0,1,5029
xryst333,-,0,2,13422
xryce,WATCHDEMO,0,1,2220099
xryce,Squirtle Squad,0,1,128108
xrottz,TONGKRONGAN,9,7,1116150
xrk2333,-,5,6,677309
xrk2333,ZhiWu Club,2,3,368052
xqm123,-,0,1,14604
xqkin3,HeadButt,10,20,10979778
xpyctmo3ga,Y O I N K,2,3,670874
xpyctmo3ga,T R I D E N T,10,6,3454331
xpita,S W W,0,0,12226
xozain22,LAZARET,0,5,103611
xoxoxoxooxxoxoxo,-,0,4,158796
xoxopow,-,0,2,0
xotlii,TEAM BLAST,0,2,357618
xotlii,Canibals,0,1,3235
xotinhadecoco,NoTag,0,3,0
xotabich,S E N G O K U,0,2,21187
xor2,B_E_A_R_S,0,4,17590
xopollIee,-,2,6,178244
xonirdp,E H O T,2,11,2985850
xonirdp,A-T-L-A-S,2,3,1846261
xon4,Heralds of Valhalla,27,14,13467939
xomiaczok28,Leniwye zaby,0,1,0
xomelez,EBENGRAD,1,1,350881
xokito745,-,0,1,0
xodaraP,Lucky,7,6,767918
xodaraP,-,4,2,448767
xnocturn,-,1,5,94234
xnocturn,BARAYA,12,1,877331
xnocturn,SaveMee,8,6,1023993
xmodik,Utopia,1,15,2609373
xmodik,Right Side,1,2,210029
xmisiek,CRISGUN,0,2,3363
xmisiek,Polska Gildia,1,1,259426
xmedokinx,CRISGUN,0,15,381344
xmaxiosx,EQMS,3,4,4121637
xmatixx000,-,0,2,0
xmalx,-,0,0,2880
xlowiq,Disconnect,1,2,838810
xlowiq,Tous Ensemble,0,6,3323808
xlowiq,Burzyny,0,6,615982
xlopyshka,Lemon Girls,13,32,12103383
xlopoktorg,morskoibriz,0,2,135874
xlexle,-,0,0,222219
xleieli,LiMing,4,0,216393
xlebywuk,Eternal Hunt,0,2,3325
xlagerta,LET IT HAPP3N,2,0,1088125
xlagerta,Laughin Coffins,3,2,1910524
xlSMILElx,HakocukaCykaCeHa,0,0,1401
xkraltr1,-,0,2,783556
xkraltr1,Saggin,5,3,1135969
xk7,-,15,4,1721893
xk7,The Madman Brothers,14,1,492616
xk7,Gank Banks,25,9,2007206
xk0mand0,Soul-Side,0,1,160981
xixiao,Twinkling at dawn,1,2,77994
xiwu,-,0,1,0
xinjia,GreatMing,3,0,35383
xingye,Ragnar0k,0,1,0
xingbou,BeBeBus,0,1,13493
xingbou,-,0,1,0
ximoni,CO-CK RIDERS,0,2,0
ximitrix,-,0,0,44841
xiirox,Pyramid Scheme,0,4,191009
xifan5566,-,0,0,35383
xiaxuetian,FBl,0,1,87998
xiaoye,Top Squad,18,5,1862392
xiaoxuey,EU Federation,2,15,4410954
xiaoxuedu,Heralds of Valhalla,19,20,15306029
xiaoxing51185,Vongola-Family,6,16,5401897
xiaoxing51185,giant panda,0,1,483910
xiaowu132i,-,0,1,31576
xiaoshuai,Stone Ocean,0,1,570093
xiaoshan,Vongola-Family,0,1,58820
xiaoquqi,giant panda,4,5,1259126
xiaoquqi,Vongola-Family,3,9,2604455
xiaomengxin,-,0,1,195692
xiaolaoba,Vongola-Family,1,2,838359
xiaokangQAQ,NO BB,4,10,2570550
xiaofeng,BiPoLar,0,1,83267
xiaofeng,-,0,1,97386
xiaofeng,Vongola-Family,24,45,9492581
xiaoboss,IKUN,0,6,524967
xiaoEce,iMoYu,0,0,54164
xiaoEce,Lootiiiing,0,1,0
xiah01,EQMS,1,6,832927
xhatte,Revolut,0,1,0
xh4v3ntL,PANTHE0N,0,2,0
