Player,Guild,Kills,Deaths,Fame
yoniel123,Beef Stewar,0,2,205137
yoniel123,Evil Not Today,1,2,792878
yoniel123,The Lonely Skibidi,5,4,964849
yoneiber250,Please No Hit Me,0,7,1056886
yonegro,R 4 V E N,0,2,26273
yonder5,H0N0RABLES,0,3,256854
yoncidio,the eminence off shadows,2,1,1746805
yonatan1000,Secta del guante,0,5,21162
yonaskaDrakaris,Castel-Black,0,27,1442582
yonamon22,ConnectionProbleM,0,1,0
yonaikerWTF,FUMETAS LOVE,0,0,50333
yombicos2,Your Iast Breath,1,0,551203
yolss,-,0,1,3625
yolss,LOS COMPADR3S,0,1,0
yollloy,Treasure Tales,0,0,4637
yollloy,S T A T E R A,3,2,134442
yokersito,K I G A,0,1,3274958
yokersito,xX The Jokers Xx,0,1,20249
yoitsSmile,OVER DISASTERS,9,7,2078010
yoibervf,LOS GUEVO GRANDE,1,2,58693
yoi8780,Legion_Martlock,0,1,0
yoheper99,SOLxCRUEL,0,0,3357
yogurt77,Booty Boppers,3,9,87772
yoggp07,-,0,1,0
yoel06,Night of Depths,2,1,19488
yodora1918v,fundacion speed wagon,0,1,0
yodo07,The Judgment Day,0,2,0
yodalitte,-,0,3,0
yocastas,VK Army,0,1,0
yoanm,LycorisRadiataa,7,9,549415
yoMimiik,DARKM1GHT,25,24,36414469
yo0o0o0o,-,0,4,9033
ynwLuizxpz666,GANKOLETA,5,2,108002
yloveleonel,Paladines de Teemo,4,10,703119
yloveleonel,Ava Syndicate Core,0,0,19650
yllowjin,-,0,2,0
yktantopo,Evil SpetnaZ,4,5,63789
yisussD,fortis bellator,0,1,0
yisusal100,Pirates creed,0,3,972
yisus2oo5,xChile,1,2,46287
yisus0024,V4TOS LOCOS,0,3,1368195
yioe,IIFures,0,1,0
yioe,NIGHT GU4RD,17,11,1148007
yinku67,Open-Fire,0,2,0
yink1,Eikonic,3,1,400866
yinggangdaodi,This-Promise,2,7,63172
yimeil,N A G A S A K l,9,10,2929663
yilberht777,P O S E II D O N,0,0,7253
yikedoudou,Hamburg Kid,0,2,34019
yhelber8,D A E M O N,13,3,725257
yhelber8,F U L L-C O U N T E R,9,3,1075269
yhelber8,MICHI BROTHERHOOD,0,5,896113
yhcklkxf,T h e _-_E x i l e d,0,2,128203
yguizinn,-,0,1,0
ygui,ELITE MONKEYS,2,1,137715
ygui,I REVENGE I,0,0,71141
ygolue,Evil Kool Aid,41,26,21321396
ygnot,TEEN SMOKERS,0,4,72927
yghostzz,S u r u b i n h a,2,1,568974
yghostzz,Make Fame Great Again,1,2,126075
yghostzz,War Dreams,0,3,103118
ygdriart,I M O R T A I S,0,1,190181
ygdriart,Mighty Claws,1,0,477330
ygdriart,desavence,5,8,2659200
ygdriart,ESCAMBO,3,13,1538957
yfyhi,Twilight Knights,14,2,1277086
yfyhi,IIFures,2,2,240489
yeyoxs,IIFures,0,3,1944318
yeyo9494,-,0,4,0
yeyo0711,Banddle City,1,6,505749
yeyo04,Euroboros,0,0,56502
yeyixs,-,0,1,0
yexihelen,FUERZA FENIX,0,2,87549
yetsur,LOS EXTRADITABLES13,0,3,0
yetsur,Pay_For_It,0,3,350790
yetsur,Eroth,0,5,30233
yetmo,DDARTH,0,2,0
yesmoney,Treasure Tales,0,1,0
yesmoney,Morbid Grave,0,2,9344
yesmoney,-,0,1,7531
yesimremi,-,0,0,23984
yesimremi,Pay_For_It,0,2,8366
yesifu,This-Promise,0,1,36805
yeri007,Los Monkys Locos,0,2,197397
yeri007,No Fight No Profit,0,3,0
yerdex2025,Rage of Camelot,0,2,5878
yerandym,S O L O L E V E L I N G,0,0,83024
